,AÑO,MES,PRODUCTO,CANTIDADCOMPRA
2413,2019,4,HIDROGEL-37,1090
2414,2019,4,APOSITO MALLADO C/ PARAFINA-38,1950
2415,2019,4,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,110
2416,2019,4,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,60
2417,2019,4,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,950
2418,2019,4,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,32
2419,2019,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2420,2019,4,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2421,2019,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,860
2422,2019,4,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,130
2423,2019,4,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2424,2019,4,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2425,2019,4,APOSITO MALLADO C/ SILICONA-0,490
2426,2019,4,APOSITO C/ CARBON Y PLATA-4,320
2427,2019,4,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,15000
2428,2019,4,APOSITO DE HIDROCOLOIDE-3,525
2429,2019,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2430,2019,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2431,2019,4,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2432,2019,4,APÓSITO TRANSPARENTE ADHESIVO-24,7600
2433,2019,4,APOSITO DE ALGINATO C/ PLATA-6,100
2434,2019,4,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2435,2019,4,APOSITO DE HIDROCOLOIDE-6,1350
2436,2019,4,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,650
2437,2019,4,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,140
2438,2019,4,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
2439,2019,4,APÓSITO TRANSPARENTE ADHESIVO-20,2800
2440,2019,4,APOSITO ABSORBENTE S/ ADHESIVO-25,300
2441,2019,4,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2442,2019,4,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2443,2019,4,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2444,2019,6,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,570
2445,2019,6,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,780
2446,2019,6,APOSITO DE HIDROFIBRA  / CINTA-18,145
2447,2019,6,APOSITO DE ESPUMA POLIURETANO / SACRO-11,200
2448,2019,6,APOSITO C/ CARBON Y PLATA-6,1500
2449,2019,6,APOSITO DE FIBRAS DE POLIACRILATO-3,170
2450,2019,6,APOSITO MALLADO C/ PARAFINA-39,220
2451,2019,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,3540
2452,2019,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1800
2453,2019,6,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1400
2454,2019,6,APOSITO DE HIDROCOLOIDE-9,1620
2455,2019,6,APOSITO DE HIDROCOLOIDE-7,240
2456,2019,6,APOSITO DE HIDROCOLOIDE C/ PLATA-2,48
2457,2019,6,APOSITO DE ESPUMA POLIURETANO-8,410
2458,2019,6,APÓSITO ABSORBENTE C/ ADHESIVO-22,9600
2459,2019,6,APÓSITO ABSORBENTE C/ ADHESIVO-23,3360
2460,2019,6,HIDROGEL-37,820
2461,2019,6,APOSITO MALLADO C/ PARAFINA-38,3040
2462,2019,6,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,330
2463,2019,6,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,84
2464,2019,6,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,620
2465,2019,6,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,24
2466,2019,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2467,2019,6,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2468,2019,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,370
2469,2019,6,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,130
2470,2019,6,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2471,2019,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2472,2019,6,APOSITO MALLADO C/ SILICONA-0,0
2473,2019,6,APOSITO C/ CARBON Y PLATA-4,430
2474,2019,6,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,4000
2475,2019,6,APOSITO DE HIDROCOLOIDE-3,890
2476,2019,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2477,2019,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2478,2019,6,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2479,2019,6,APÓSITO TRANSPARENTE ADHESIVO-24,6800
2480,2019,6,APOSITO DE ALGINATO C/ PLATA-6,100
2481,2019,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2482,2019,6,APOSITO DE HIDROCOLOIDE-6,700
2483,2019,6,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,550
2484,2019,6,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,110
2485,2019,6,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
2486,2019,6,APÓSITO TRANSPARENTE ADHESIVO-20,2600
2487,2019,6,APOSITO ABSORBENTE S/ ADHESIVO-25,200
2488,2019,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2489,2019,6,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,350
2490,2019,6,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2491,2019,7,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,140
2492,2019,7,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,1010
2493,2019,7,APOSITO DE HIDROFIBRA  / CINTA-18,155
2494,2019,7,APOSITO DE ESPUMA POLIURETANO / SACRO-11,200
2495,2019,7,APOSITO C/ CARBON Y PLATA-6,1800
2496,2019,7,APOSITO DE FIBRAS DE POLIACRILATO-3,680
2497,2019,7,APOSITO MALLADO C/ PARAFINA-39,200
2498,2019,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2670
2499,2019,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1985
2500,2019,7,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1400
2501,2019,7,APOSITO DE HIDROCOLOIDE-9,2910
2502,2019,7,APOSITO DE HIDROCOLOIDE-7,180
2503,2019,7,APOSITO DE HIDROCOLOIDE C/ PLATA-2,256
2504,2019,7,APOSITO DE ESPUMA POLIURETANO-8,800
2505,2019,7,APÓSITO ABSORBENTE C/ ADHESIVO-22,8320
2506,2019,7,APÓSITO ABSORBENTE C/ ADHESIVO-23,3360
2507,2019,7,HIDROGEL-37,1365
2508,2019,7,APOSITO MALLADO C/ PARAFINA-38,1600
2509,2019,7,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,240
2510,2019,7,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,96
2511,2019,7,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,500
2512,2019,7,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,36
2513,2019,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2514,2019,7,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2515,2019,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,810
2516,2019,7,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,180
2517,2019,7,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2518,2019,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2519,2019,7,APOSITO MALLADO C/ SILICONA-0,140
2520,2019,7,APOSITO C/ CARBON Y PLATA-4,350
2521,2019,7,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,13000
2522,2019,7,APOSITO DE HIDROCOLOIDE-3,625
2523,2019,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2524,2019,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2525,2019,7,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2526,2019,7,APÓSITO TRANSPARENTE ADHESIVO-24,9200
2527,2019,7,APOSITO DE ALGINATO C/ PLATA-6,0
2528,2019,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2529,2019,7,APOSITO DE HIDROCOLOIDE-6,1390
2530,2019,7,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,600
2531,2019,7,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,160
2532,2019,7,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,700
2533,2019,7,APÓSITO TRANSPARENTE ADHESIVO-20,2400
2534,2019,7,APOSITO ABSORBENTE S/ ADHESIVO-25,200
2535,2019,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2536,2019,7,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2537,2019,7,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2538,2019,8,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,50
2539,2019,8,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,450
2540,2019,8,APOSITO DE HIDROFIBRA  / CINTA-18,240
2541,2019,8,APOSITO DE ESPUMA POLIURETANO / SACRO-11,200
2542,2019,8,APOSITO C/ CARBON Y PLATA-6,3300
2543,2019,8,APOSITO DE FIBRAS DE POLIACRILATO-3,80
2544,2019,8,APOSITO MALLADO C/ PARAFINA-39,230
2545,2019,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,3920
2546,2019,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2075
2547,2019,8,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1400
2548,2019,8,APOSITO DE HIDROCOLOIDE-9,1689
2549,2019,8,APOSITO DE HIDROCOLOIDE-7,715
2550,2019,8,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0
2551,2019,8,APOSITO DE ESPUMA POLIURETANO-8,160
2552,2019,8,APÓSITO ABSORBENTE C/ ADHESIVO-22,5760
2553,2019,8,APÓSITO ABSORBENTE C/ ADHESIVO-23,3360
2554,2019,8,HIDROGEL-37,1315
2555,2019,8,APOSITO MALLADO C/ PARAFINA-38,2500
2556,2019,8,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,130
2557,2019,8,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,72
2558,2019,8,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,460
2559,2019,8,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,26
2560,2019,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2561,2019,8,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2562,2019,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,810
2563,2019,8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,110
2564,2019,8,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2565,2019,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2566,2019,8,APOSITO MALLADO C/ SILICONA-0,0
2567,2019,8,APOSITO C/ CARBON Y PLATA-4,530
2568,2019,8,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,8000
2569,2019,8,APOSITO DE HIDROCOLOIDE-3,875
2570,2019,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2571,2019,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2572,2019,8,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2573,2019,8,APÓSITO TRANSPARENTE ADHESIVO-24,10800
2574,2019,8,APOSITO DE ALGINATO C/ PLATA-6,100
2575,2019,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2576,2019,8,APOSITO DE HIDROCOLOIDE-6,1270
2577,2019,8,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,550
2578,2019,8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,80
2579,2019,8,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2580,2019,8,APÓSITO TRANSPARENTE ADHESIVO-20,3000
2581,2019,8,APOSITO ABSORBENTE S/ ADHESIVO-25,0
2582,2019,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2583,2019,8,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2584,2019,8,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2585,2019,9,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,260
2586,2019,9,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,850
2587,2019,9,APOSITO DE HIDROFIBRA  / CINTA-18,210
2588,2019,9,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
2589,2019,9,APOSITO C/ CARBON Y PLATA-6,900
2590,2019,9,APOSITO DE FIBRAS DE POLIACRILATO-3,230
2591,2019,9,APOSITO MALLADO C/ PARAFINA-39,230
2592,2019,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,3220
2593,2019,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1565
2594,2019,9,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,700
2595,2019,9,APOSITO DE HIDROCOLOIDE-9,2214
2596,2019,9,APOSITO DE HIDROCOLOIDE-7,150
2597,2019,9,APOSITO DE HIDROCOLOIDE C/ PLATA-2,48
2598,2019,9,APOSITO DE ESPUMA POLIURETANO-8,640
2599,2019,9,APÓSITO ABSORBENTE C/ ADHESIVO-22,7680
2600,2019,9,APÓSITO ABSORBENTE C/ ADHESIVO-23,2400
2601,2019,9,HIDROGEL-37,925
2602,2019,9,APOSITO MALLADO C/ PARAFINA-38,3150
2603,2019,9,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,90
2604,2019,9,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,36
2605,2019,9,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,500
2606,2019,9,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,27
2607,2019,9,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2608,2019,9,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2609,2019,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,930
2610,2019,9,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,240
2611,2019,9,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2612,2019,9,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,5
2613,2019,9,APOSITO MALLADO C/ SILICONA-0,630
2614,2019,9,APOSITO C/ CARBON Y PLATA-4,470
2615,2019,9,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,8000
2616,2019,9,APOSITO DE HIDROCOLOIDE-3,525
2617,2019,9,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2618,2019,9,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2619,2019,9,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,3
2620,2019,9,APÓSITO TRANSPARENTE ADHESIVO-24,5600
2621,2019,9,APOSITO DE ALGINATO C/ PLATA-6,0
2622,2019,9,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,2
2623,2019,9,APOSITO DE HIDROCOLOIDE-6,1300
2624,2019,9,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,50
2625,2019,9,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,200
2626,2019,9,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2627,2019,9,APÓSITO TRANSPARENTE ADHESIVO-20,1200
2628,2019,9,APOSITO ABSORBENTE S/ ADHESIVO-25,300
2629,2019,9,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,5
2630,2019,9,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2631,2019,9,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2632,2019,10,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,310
2633,2019,10,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,860
2634,2019,10,APOSITO DE HIDROFIBRA  / CINTA-18,240
2635,2019,10,APOSITO DE ESPUMA POLIURETANO / SACRO-11,200
2636,2019,10,APOSITO C/ CARBON Y PLATA-6,2400
2637,2019,10,APOSITO DE FIBRAS DE POLIACRILATO-3,530
2638,2019,10,APOSITO MALLADO C/ PARAFINA-39,200
2639,2019,10,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2810
2640,2019,10,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1870
2641,2019,10,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1400
2642,2019,10,APOSITO DE HIDROCOLOIDE-9,2097
2643,2019,10,APOSITO DE HIDROCOLOIDE-7,535
2644,2019,10,APOSITO DE HIDROCOLOIDE C/ PLATA-2,48
2645,2019,10,APOSITO DE ESPUMA POLIURETANO-8,200
2646,2019,10,APÓSITO ABSORBENTE C/ ADHESIVO-22,9600
2647,2019,10,APÓSITO ABSORBENTE C/ ADHESIVO-23,3840
2648,2019,10,HIDROGEL-37,1400
2649,2019,10,APOSITO MALLADO C/ PARAFINA-38,670
2650,2019,10,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,250
2651,2019,10,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,120
2652,2019,10,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,510
2653,2019,10,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,26
2654,2019,10,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,130
2655,2019,10,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,20
2656,2019,10,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,870
2657,2019,10,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,80
2658,2019,10,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,80
2659,2019,10,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,5
2660,2019,10,APOSITO MALLADO C/ SILICONA-0,420
2661,2019,10,APOSITO C/ CARBON Y PLATA-4,430
2662,2019,10,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,7000
2663,2019,10,APOSITO DE HIDROCOLOIDE-3,600
2664,2019,10,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,80
2665,2019,10,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,10
2666,2019,10,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2667,2019,10,APÓSITO TRANSPARENTE ADHESIVO-24,11200
2668,2019,10,APOSITO DE ALGINATO C/ PLATA-6,0
2669,2019,10,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,6
2670,2019,10,APOSITO DE HIDROCOLOIDE-6,1330
2671,2019,10,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,750
2672,2019,10,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,100
2673,2019,10,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
2674,2019,10,APÓSITO TRANSPARENTE ADHESIVO-20,3200
2675,2019,10,APOSITO ABSORBENTE S/ ADHESIVO-25,600
2676,2019,10,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2677,2019,10,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,1050
2678,2019,10,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2679,2019,12,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,20
2680,2019,12,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,350
2681,2019,12,APOSITO DE HIDROFIBRA  / CINTA-18,145
2682,2019,12,APOSITO DE ESPUMA POLIURETANO / SACRO-11,300
2683,2019,12,APOSITO C/ CARBON Y PLATA-6,1500
2684,2019,12,APOSITO DE FIBRAS DE POLIACRILATO-3,80
2685,2019,12,APOSITO MALLADO C/ PARAFINA-39,490
2686,2019,12,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,3130
2687,2019,12,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1545
2688,2019,12,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1400
2689,2019,12,APOSITO DE HIDROCOLOIDE-9,2670
2690,2019,12,APOSITO DE HIDROCOLOIDE-7,95
2691,2019,12,APOSITO DE HIDROCOLOIDE C/ PLATA-2,192
2692,2019,12,APOSITO DE ESPUMA POLIURETANO-8,650
2693,2019,12,APÓSITO ABSORBENTE C/ ADHESIVO-22,9600
2694,2019,12,APÓSITO ABSORBENTE C/ ADHESIVO-23,4320
2695,2019,12,HIDROGEL-37,1335
2696,2019,12,APOSITO MALLADO C/ PARAFINA-38,1500
2697,2019,12,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,90
2698,2019,12,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,84
2699,2019,12,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,340
2700,2019,12,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,46
2701,2019,12,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,45
2702,2019,12,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,5
2703,2019,12,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,750
2704,2019,12,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,160
2705,2019,12,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,20
2706,2019,12,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,13
2707,2019,12,APOSITO MALLADO C/ SILICONA-0,140
2708,2019,12,APOSITO C/ CARBON Y PLATA-4,600
2709,2019,12,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,5000
2710,2019,12,APOSITO DE HIDROCOLOIDE-3,630
2711,2019,12,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,20
2712,2019,12,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,5
2713,2019,12,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,6
2714,2019,12,APÓSITO TRANSPARENTE ADHESIVO-24,10400
2715,2019,12,APOSITO DE ALGINATO C/ PLATA-6,0
2716,2019,12,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2717,2019,12,APOSITO DE HIDROCOLOIDE-6,1220
2718,2019,12,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,650
2719,2019,12,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,40
2720,2019,12,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2721,2019,12,APÓSITO TRANSPARENTE ADHESIVO-20,2200
2722,2019,12,APOSITO ABSORBENTE S/ ADHESIVO-25,300
2723,2019,12,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2724,2019,12,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,350
2725,2019,12,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2726,2019,5,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,200
2727,2019,5,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,760
2728,2019,5,APOSITO DE HIDROFIBRA  / CINTA-18,350
2729,2019,5,APOSITO DE ESPUMA POLIURETANO / SACRO-11,350
2730,2019,5,APOSITO C/ CARBON Y PLATA-6,3600
2731,2019,5,APOSITO DE FIBRAS DE POLIACRILATO-3,670
2732,2019,5,APOSITO MALLADO C/ PARAFINA-39,460
2733,2019,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,3710
2734,2019,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2275
2735,2019,5,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,700
2736,2019,5,APOSITO DE HIDROCOLOIDE-9,2409
2737,2019,5,APOSITO DE HIDROCOLOIDE-7,735
2738,2019,5,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0
2739,2019,5,APOSITO DE ESPUMA POLIURETANO-8,1080
2740,2019,5,APÓSITO ABSORBENTE C/ ADHESIVO-22,4480
2741,2019,5,APÓSITO ABSORBENTE C/ ADHESIVO-23,3840
2742,2019,5,HIDROGEL-37,1435
2743,2019,5,APOSITO MALLADO C/ PARAFINA-38,2110
2744,2019,5,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,170
