AÑO,MES,PRODUCTO,TIPOCOMPRA,HOSPITAL,TGL,CANTIDADCOMPRA
2021,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,Compra menor,11,TRANSITO,50
2021,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,Compra menor,18,TRANSITO,30
2021,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,Compra menor,5,TRANSITO,10
2021,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,Compra menor,1,TRANSITO,25
2021,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,Compra menor,11,TRANSITO,20
2021,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,Compra menor,12,TRANSITO,10
2021,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,Compra menor,18,TRANSITO,20
2021,3,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,Compra menor,11,TRANSITO,13
2021,3,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,11,TRANSITO,14
2021,3,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,18,TRANSITO,25
2021,3,HIDROGEL-37,Concurso,0,ALMACENABLE,180
2021,3,HIDROGEL-37,Concurso,10,ALMACENABLE,560
2021,3,HIDROGEL-37,Concurso,13,ALMACENABLE,600
2021,3,HIDROGEL-37,Concurso,18,ALMACENABLE,80
2021,3,HIDROGEL-37,Concurso,4,ALMACENABLE,80
2021,3,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,0,ALMACENABLE,180
2021,3,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,10,ALMACENABLE,230
2021,3,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,18,ALMACENABLE,300
2021,3,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,4,ALMACENABLE,100
2021,4,APOSITO C/ CARBON Y PLATA-4,Concurso,18,ALMACENABLE,360
2021,4,APOSITO C/ CARBON Y PLATA-6,Concurso,0,ALMACENABLE,300
2021,4,APOSITO C/ CARBON Y PLATA-6,Concurso,13,ALMACENABLE,1500
2021,4,APOSITO C/ CARBON Y PLATA-6,Concurso,18,ALMACENABLE,900
2021,4,APOSITO DE ALGINATO C/ PLATA-6,Concurso,10,ALMACENABLE,100
2021,4,APOSITO DE ESPUMA POLIURETANO / SACRO-11,Compra menor,10,ALMACENABLE,300
2021,4,APOSITO DE ESPUMA POLIURETANO-8,Concurso,10,ALMACENABLE,180
2021,4,APOSITO DE ESPUMA POLIURETANO-8,Concurso,18,ALMACENABLE,190
2021,4,APOSITO DE ESPUMA POLIURETANO-8,Concurso,4,ALMACENABLE,90
2021,4,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,Concurso,4,TRANSITO,20
2021,4,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,Concurso,5,TRANSITO,30
2021,4,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,Concurso,0,ALMACENABLE,200
2021,4,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,Concurso,10,ALMACENABLE,340
2021,4,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,Concurso,18,ALMACENABLE,170
2021,4,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,Concurso,4,ALMACENABLE,120
2021,4,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,0,ALMACENABLE,160
2021,4,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,10,ALMACENABLE,210
2021,4,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,18,ALMACENABLE,360
2021,4,APOSITO DE HIDROCOLOIDE C/ PLATA-2,Compra menor,0,TRANSITO,48
2021,4,APOSITO DE HIDROCOLOIDE-3,Concurso,10,ALMACENABLE,285
2021,4,APOSITO DE HIDROCOLOIDE-3,Concurso,18,ALMACENABLE,40
2021,4,APOSITO DE HIDROCOLOIDE-6,Concurso,10,ALMACENABLE,620
2021,4,APOSITO DE HIDROCOLOIDE-7,Concurso,13,ALMACENABLE,100
2021,4,APOSITO DE HIDROCOLOIDE-7,Concurso,18,ALMACENABLE,135
2021,4,APOSITO DE HIDROCOLOIDE-9,Concurso,0,ALMACENABLE,1008
2021,4,APOSITO DE HIDROCOLOIDE-9,Concurso,10,ALMACENABLE,87
2021,4,APOSITO DE HIDROCOLOIDE-9,Concurso,18,ALMACENABLE,696
2021,4,APOSITO DE HIDROCOLOIDE-9,Concurso,4,ALMACENABLE,237
2021,4,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,11,TRANSITO,40
2021,4,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,12,TRANSITO,25
2021,4,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,18,TRANSITO,100
2021,4,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,4,TRANSITO,50
2021,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,Concurso,0,ALMACENABLE,220
2021,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,Concurso,10,ALMACENABLE,770
2021,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Concurso,0,ALMACENABLE,180
2021,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Concurso,10,ALMACENABLE,860
2021,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Concurso,13,ALMACENABLE,1000
2021,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,10,ALMACENABLE,420
2021,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,13,ALMACENABLE,800
2021,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,18,ALMACENABLE,350
2021,4,APOSITO MALLADO C/ PARAFINA-38,Concurso,0,ALMACENABLE,60
2021,4,APOSITO MALLADO C/ PARAFINA-38,Concurso,10,ALMACENABLE,120
2021,4,APOSITO MALLADO C/ PARAFINA-38,Concurso,13,ALMACENABLE,1000
2021,4,APOSITO MALLADO C/ PARAFINA-38,Concurso,18,ALMACENABLE,520
2021,4,APOSITO MALLADO C/ PARAFINA-38,Concurso,4,ALMACENABLE,180
2021,4,APOSITO MALLADO C/ PARAFINA-39,Concurso,10,ALMACENABLE,420
2021,4,APOSITO MALLADO C/ PARAFINA-39,Concurso,18,ALMACENABLE,400
2021,4,APOSITO MALLADO C/ SILICONA-0,Concurso,0,ALMACENABLE,70
2021,4,APOSITO MALLADO C/ SILICONA-0,Concurso,13,ALMACENABLE,210
2021,4,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,Compra menor,10,ALMACENABLE,7000
2021,4,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,Compra menor,13,ALMACENABLE,1000
2021,4,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,Compra menor,18,ALMACENABLE,4000
2021,4,APÓSITO ABSORBENTE C/ ADHESIVO-22,Concurso,10,ALMACENABLE,900
2021,4,APÓSITO ABSORBENTE C/ ADHESIVO-22,Concurso,18,ALMACENABLE,7200
2021,4,APÓSITO ABSORBENTE C/ ADHESIVO-22,Concurso,4,ALMACENABLE,3000
2021,4,APÓSITO ABSORBENTE C/ ADHESIVO-23,Concurso,10,ALMACENABLE,600
2021,4,APÓSITO ABSORBENTE C/ ADHESIVO-23,Concurso,18,ALMACENABLE,1800
2021,4,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,Concurso,0,ALMACENABLE,100
2021,4,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,Concurso,0,ALMACENABLE,100
2021,4,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,Concurso,0,ALMACENABLE,60
2021,4,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,Concurso,18,ALMACENABLE,150
2021,4,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,Concurso,0,ALMACENABLE,30
2021,4,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,Concurso,10,ALMACENABLE,160
2021,4,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,Concurso,18,ALMACENABLE,140
2021,4,APÓSITO TRANSPARENTE ADHESIVO-20,Concurso,10,ALMACENABLE,800
2021,4,APÓSITO TRANSPARENTE ADHESIVO-20,Concurso,18,ALMACENABLE,600
2021,4,APÓSITO TRANSPARENTE ADHESIVO-20,Concurso,4,ALMACENABLE,1250
2021,4,APÓSITO TRANSPARENTE ADHESIVO-24,Concurso,0,ALMACENABLE,2000
2021,4,APÓSITO TRANSPARENTE ADHESIVO-24,Concurso,10,ALMACENABLE,3100
2021,4,APÓSITO TRANSPARENTE ADHESIVO-24,Concurso,18,ALMACENABLE,3700
2021,4,APÓSITO TRANSPARENTE ADHESIVO-24,Concurso,4,ALMACENABLE,900
2021,4,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,Compra menor,11,TRANSITO,5
2021,4,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,Compra menor,9,TRANSITO,5
2021,4,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,Compra menor,12,TRANSITO,84
2021,4,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,Compra menor,13,TRANSITO,12
2021,4,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,Compra menor,18,TRANSITO,12
2021,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,Compra menor,11,TRANSITO,10
2021,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,Compra menor,18,TRANSITO,5
2021,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,Compra menor,11,TRANSITO,10
2021,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,Compra menor,18,TRANSITO,30
2021,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,Compra menor,2,TRANSITO,10
2021,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,Compra menor,1,TRANSITO,10
2021,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,Compra menor,11,TRANSITO,5
2021,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,Compra menor,18,TRANSITO,10
2021,4,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,Compra menor,18,TRANSITO,3
2021,4,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,11,TRANSITO,36
2021,4,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,14,TRANSITO,4
2021,4,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,18,TRANSITO,40
2021,4,HIDROGEL-37,Concurso,0,ALMACENABLE,120
2021,4,HIDROGEL-37,Concurso,10,ALMACENABLE,250
2021,4,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,0,ALMACENABLE,240
2021,4,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,10,ALMACENABLE,450
2021,4,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,18,ALMACENABLE,390
2021,4,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,4,ALMACENABLE,100
2021,4,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,Compra menor,10,ALMACENABLE,350
2021,5,APOSITO ABSORBENTE S/ ADHESIVO-25,Compra menor,10,ALMACENABLE,300
2021,5,APOSITO C/ CARBON Y PLATA-4,Concurso,10,ALMACENABLE,120
2021,5,APOSITO C/ CARBON Y PLATA-4,Concurso,18,ALMACENABLE,580
2021,5,APOSITO C/ CARBON Y PLATA-6,Concurso,13,ALMACENABLE,1200
2021,5,APOSITO C/ CARBON Y PLATA-6,Concurso,18,ALMACENABLE,900
2021,5,APOSITO DE ESPUMA POLIURETANO / SACRO-11,Compra menor,10,ALMACENABLE,350
2021,5,APOSITO DE ESPUMA POLIURETANO / SACRO-11,Compra menor,18,ALMACENABLE,50
2021,5,APOSITO DE ESPUMA POLIURETANO-8,Concurso,0,ALMACENABLE,80
2021,5,APOSITO DE ESPUMA POLIURETANO-8,Concurso,10,ALMACENABLE,150
2021,5,APOSITO DE ESPUMA POLIURETANO-8,Concurso,4,ALMACENABLE,90
2021,5,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,Concurso,4,TRANSITO,20
2021,5,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,Concurso,5,TRANSITO,40
2021,5,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,Concurso,0,ALMACENABLE,400
2021,5,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,Concurso,10,ALMACENABLE,360
2021,5,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,Concurso,18,ALMACENABLE,300
2021,5,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,Concurso,4,ALMACENABLE,100
2021,5,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,0,ALMACENABLE,80
2021,5,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,18,ALMACENABLE,140
2021,5,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,4,ALMACENABLE,80
2021,5,APOSITO DE HIDROCOLOIDE C/ PLATA-2,Compra menor,12,TRANSITO,32
2021,5,APOSITO DE HIDROCOLOIDE-3,Concurso,10,ALMACENABLE,525
2021,5,APOSITO DE HIDROCOLOIDE-3,Concurso,18,ALMACENABLE,35
2021,5,APOSITO DE HIDROCOLOIDE-6,Concurso,10,ALMACENABLE,1320
2021,5,APOSITO DE HIDROCOLOIDE-7,Concurso,10,ALMACENABLE,125
2021,5,APOSITO DE HIDROCOLOIDE-7,Concurso,13,ALMACENABLE,150
2021,5,APOSITO DE HIDROCOLOIDE-7,Concurso,18,ALMACENABLE,155
2021,5,APOSITO DE HIDROCOLOIDE-9,Concurso,0,ALMACENABLE,2016
2021,5,APOSITO DE HIDROCOLOIDE-9,Concurso,10,ALMACENABLE,96
2021,5,APOSITO DE HIDROCOLOIDE-9,Concurso,18,ALMACENABLE,459
2021,5,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,11,TRANSITO,5
2021,5,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,12,TRANSITO,50
2021,5,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,18,TRANSITO,150
2021,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,Concurso,0,ALMACENABLE,120
2021,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,Concurso,10,ALMACENABLE,710
2021,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Concurso,0,ALMACENABLE,360
2021,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Concurso,10,ALMACENABLE,1140
2021,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Concurso,13,ALMACENABLE,2080
2021,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,0,ALMACENABLE,400
2021,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,10,ALMACENABLE,410
2021,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,13,ALMACENABLE,1000
2021,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,18,ALMACENABLE,570
2021,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,4,ALMACENABLE,55
2021,5,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,Compra menor,11,TRANSITO,15
2021,5,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,Compra menor,1,TRANSITO,10
2021,5,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,Compra menor,18,TRANSITO,30
2021,5,APOSITO MALLADO C/ PARAFINA-38,Concurso,0,ALMACENABLE,60
2021,5,APOSITO MALLADO C/ PARAFINA-38,Concurso,10,ALMACENABLE,250
2021,5,APOSITO MALLADO C/ PARAFINA-38,Concurso,13,ALMACENABLE,1000
2021,5,APOSITO MALLADO C/ PARAFINA-38,Concurso,18,ALMACENABLE,200
2021,5,APOSITO MALLADO C/ PARAFINA-39,Concurso,10,ALMACENABLE,340
2021,5,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,Compra menor,10,ALMACENABLE,7000
2021,5,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,Compra menor,18,ALMACENABLE,8000
2021,5,APÓSITO ABSORBENTE C/ ADHESIVO-22,Concurso,18,ALMACENABLE,3300
2021,5,APÓSITO ABSORBENTE C/ ADHESIVO-23,Concurso,0,ALMACENABLE,900
2021,5,APÓSITO ABSORBENTE C/ ADHESIVO-23,Concurso,10,ALMACENABLE,1800
2021,5,APÓSITO ABSORBENTE C/ ADHESIVO-23,Concurso,18,ALMACENABLE,2400
2021,5,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,Concurso,0,ALMACENABLE,50
2021,5,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,Concurso,10,ALMACENABLE,650
2021,5,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,Concurso,13,ALMACENABLE,150
2021,5,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,Concurso,0,ALMACENABLE,220
2021,5,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,Concurso,0,ALMACENABLE,100
2021,5,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,Concurso,18,ALMACENABLE,100
2021,5,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,Concurso,0,ALMACENABLE,40
2021,5,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,Concurso,10,ALMACENABLE,140
2021,5,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,Concurso,18,ALMACENABLE,60
2021,5,APÓSITO TRANSPARENTE ADHESIVO-20,Concurso,10,ALMACENABLE,1650
2021,5,APÓSITO TRANSPARENTE ADHESIVO-20,Concurso,18,ALMACENABLE,1250
2021,5,APÓSITO TRANSPARENTE ADHESIVO-20,Concurso,4,ALMACENABLE,500
2021,5,APÓSITO TRANSPARENTE ADHESIVO-24,Concurso,0,ALMACENABLE,2000
2021,5,APÓSITO TRANSPARENTE ADHESIVO-24,Concurso,10,ALMACENABLE,2100
2021,5,APÓSITO TRANSPARENTE ADHESIVO-24,Concurso,18,ALMACENABLE,3300
2021,5,APÓSITO TRANSPARENTE ADHESIVO-24,Concurso,4,ALMACENABLE,900
2021,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,Compra menor,12,TRANSITO,2
2021,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,Compra menor,11,TRANSITO,6
2021,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,Compra menor,4,TRANSITO,3
2021,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,Compra menor,9,TRANSITO,5
2021,5,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,Compra menor,12,TRANSITO,84
2021,5,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,Compra menor,18,TRANSITO,12
2021,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,Compra menor,11,TRANSITO,20
2021,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,Compra menor,18,TRANSITO,10
2021,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,Compra menor,11,TRANSITO,40
2021,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,Compra menor,18,TRANSITO,25
2021,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,Compra menor,2,TRANSITO,20
2021,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,Compra menor,1,TRANSITO,30
2021,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,Compra menor,11,TRANSITO,10
2021,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,Compra menor,12,TRANSITO,10
2021,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,Compra menor,18,TRANSITO,20
2021,5,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,Compra menor,11,TRANSITO,5
2021,5,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,Compra menor,11,TRANSITO,19
2021,5,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,Compra menor,18,TRANSITO,3
2021,5,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,10,TRANSITO,10
2021,5,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,11,TRANSITO,11
2021,5,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,15,TRANSITO,14
2021,5,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,17,TRANSITO,8
2021,5,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,18,TRANSITO,36
2021,5,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,9,TRANSITO,4
2021,5,HIDROGEL-37,Concurso,0,ALMACENABLE,240
2021,5,HIDROGEL-37,Concurso,10,ALMACENABLE,660
2021,5,HIDROGEL-37,Concurso,13,ALMACENABLE,300
2021,5,HIDROGEL-37,Concurso,4,ALMACENABLE,120
2021,5,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,0,ALMACENABLE,200
2021,5,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,10,ALMACENABLE,310
2021,5,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,18,ALMACENABLE,260
2021,5,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,4,ALMACENABLE,140
2021,6,APOSITO ABSORBENTE S/ ADHESIVO-25,Compra menor,10,ALMACENABLE,200
2021,6,APOSITO C/ CARBON Y PLATA-4,Concurso,10,ALMACENABLE,80
2021,6,APOSITO C/ CARBON Y PLATA-4,Concurso,18,ALMACENABLE,550
2021,6,APOSITO C/ CARBON Y PLATA-6,Concurso,13,ALMACENABLE,1200
2021,6,APOSITO C/ CARBON Y PLATA-6,Concurso,18,ALMACENABLE,1200
2021,6,APOSITO C/ CARBON Y PLATA-6,Concurso,4,ALMACENABLE,300
2021,6,APOSITO DE ESPUMA POLIURETANO / SACRO-11,Compra menor,10,ALMACENABLE,300
2021,6,APOSITO DE ESPUMA POLIURETANO-8,Concurso,0,ALMACENABLE,180
2021,6,APOSITO DE ESPUMA POLIURETANO-8,Concurso,10,ALMACENABLE,160
2021,6,APOSITO DE ESPUMA POLIURETANO-8,Concurso,4,ALMACENABLE,90
2021,6,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,Concurso,10,TRANSITO,40
2021,6,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,Concurso,0,ALMACENABLE,200
2021,6,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,Concurso,10,ALMACENABLE,420
2021,6,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,Concurso,18,ALMACENABLE,320
2021,6,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,0,ALMACENABLE,160
2021,6,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,10,ALMACENABLE,110
2021,6,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,18,ALMACENABLE,270
2021,6,APOSITO DE HIDROCOLOIDE-3,Concurso,10,ALMACENABLE,585
2021,6,APOSITO DE HIDROCOLOIDE-3,Concurso,18,ALMACENABLE,50
2021,6,APOSITO DE HIDROCOLOIDE-6,Concurso,10,ALMACENABLE,1210
2021,6,APOSITO DE HIDROCOLOIDE-7,Concurso,0,ALMACENABLE,100
2021,6,APOSITO DE HIDROCOLOIDE-7,Concurso,10,ALMACENABLE,70
2021,6,APOSITO DE HIDROCOLOIDE-7,Concurso,13,ALMACENABLE,100
2021,6,APOSITO DE HIDROCOLOIDE-7,Concurso,18,ALMACENABLE,130
2021,6,APOSITO DE HIDROCOLOIDE-9,Concurso,0,ALMACENABLE,1008
2021,6,APOSITO DE HIDROCOLOIDE-9,Concurso,10,ALMACENABLE,87
2021,6,APOSITO DE HIDROCOLOIDE-9,Concurso,13,ALMACENABLE,33
2021,6,APOSITO DE HIDROCOLOIDE-9,Concurso,18,ALMACENABLE,456
2021,6,APOSITO DE HIDROCOLOIDE-9,Concurso,4,ALMACENABLE,135
2021,6,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,10,TRANSITO,25
2021,6,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,11,TRANSITO,40
2021,6,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,12,TRANSITO,25
2021,6,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,18,TRANSITO,200
2021,6,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,3,TRANSITO,30
2021,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,Concurso,0,ALMACENABLE,240
2021,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,Concurso,10,ALMACENABLE,870
2021,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Concurso,0,ALMACENABLE,360
2021,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Concurso,10,ALMACENABLE,1420
2021,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Concurso,13,ALMACENABLE,3000
2021,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,0,ALMACENABLE,200
2021,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,10,ALMACENABLE,660
2021,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,13,ALMACENABLE,800
2021,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,18,ALMACENABLE,500
2021,6,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,Compra menor,11,TRANSITO,15
2021,6,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,Compra menor,18,TRANSITO,30
2021,6,APOSITO MALLADO C/ PARAFINA-38,Concurso,0,ALMACENABLE,60
