CODIGO,NUMERO,REFERENCIA,CANTIDADCOMPRA,UNIDADESCONSUMOCONTENIDAS,PRECIO,IMPORTELINEA,TIPOCOMPRA,TGL,PRODUCTO,REGION,HOSPITAL,DEPARTAMENTO,MES,AÑO,PRECIOUNIDAD
E64488,1547948/22,284300,360,30,198.002475,2376.0297,Concurso,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,0,10,1,12,2022,6.6000825
E64544,1544585/22,420621,120,10,42.349958,508.199496,Concurso,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,0,0,2,12,2022,4.2349958
E64751,1547822/22,4628,1500,100,9.900001,148.500015,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,0,10,1,12,2022,0.09900001
F43580,1546836/22,409729,5,5,437.02,437.02,Compra menor,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0,18,105,12,2022,87.404
F43581,1546836/22,409726,10,5,461.31,922.62,Compra menor,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0,18,105,12,2022,92.262
E65056,1544586/22,33533,1008,3,0.989571,332.495856,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9,0,0,2,12,2022,0.329857
E69682,1548036/22,166680.2,40,10,131.89,527.56,Compra menor,ALMACENABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,0,0,2,12,2022,13.188999999999998
E70130,1549246/22,187662,100,50,119.9,239.8,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-7,0,0,2,12,2022,2.398
E85758,1547602/22,33436,510,10,27.280155,1391.287905,Concurso,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0,10,1,12,2022,2.7280154999999997
B40558,33022/17,400505,4,1,9.9,39.6,Compra menor,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0,14,32,1,2017,9.9
E64765,32975/17,1385,1200,300,61.722222,246.888888,Compra menor,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,0,4,1,1,2017,0.20574074
E64765,34928/17,1385,1200,300,61.722222,246.888888,Compra menor,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,0,0,2,1,2017,0.20574074
E64932,32941/17,39001,350,5,5.24537,367.1759,Compra menor,ALMACENABLE,HIDROGEL-37,0,10,1,1,2017,1.049074
E64544,41739/18,420621,150,10,42.9,643.5,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,0,10,1,1,2018,4.29
E64764,41850/18,37147,3840,640,60.69888,364.19328,Concurso,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,0,18,1,1,2018,0.09484200000000001
E64946,42055/18,66800248,100,10,16.5,165.0,Concurso,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO-8,0,18,1,1,2018,1.65
E64983,41968/18,157027.7,1000,10,17.259,1725.9,Concurso,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38,0,13,1,1,2018,1.7259
E65056,41705/18,33533,60,3,1.8513,37.026,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9,0,10,1,1,2018,0.6171000000000001
E66071,41739/18,420680,250,10,20.9,522.5,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,10,1,1,2018,2.09
E64911,46008/19,20701,1200,300,792.0,3168.0,Compra menor,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6,0,13,1,1,2019,2.64
E65486,45959/19,33110,10,10,5.3416,5.3416,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6,0,4,1,1,2019,0.53416
E66071,46003/19,420680,130,10,20.9,271.7,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,10,1,1,2019,2.09
E66071,46006/19,420680,1000,10,20.9,2090.0,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,13,1,1,2019,2.09
E78950,45865/19,TR101,12,12,77.88,77.88,Compra menor,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0,18,109,1,2019,6.489999999999999
E99807,46218/19,178565.7,200,10,47.3,946.0,Compra menor,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0,10,1,1,2019,4.73
E64932,60617/20,39001,250,5,5.24537,262.2685,Compra menor,ALMACENABLE,HIDROGEL-37,0,10,1,1,2020,1.049074
E65159,60870/20,281 421,5000,1000,10.461204,52.30602,Compra menor,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0,18,1,1,2020,0.010461204
E65509,60925/20,161445.2,70,10,53.888999,377.222993,Compra menor,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3,0,18,1,1,2020,5.388899899999999
E78950,62153/20,TR101,12,12,77.88,77.88,Compra menor,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0,4,111,1,2020,6.489999999999999
E99807,60925/20,178565.7,70,10,47.3,331.1,Compra menor,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0,18,1,1,2020,4.73
F46846,57095/20,66802003,5,1,154.0,770.0,Compra menor,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0,11,168,1,2020,154.0
E64911,58940/21,20701,1200,300,766.128,3064.512,Concurso,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6,0,13,1,1,2021,2.55376
E70130,58935/21,187662,70,5,11.99,167.86,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-7,0,10,1,1,2021,2.398
E64983,58950/21,157027.7,500,10,15.345,767.25,Concurso,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38,0,13,1,1,2021,1.5345
E99808,58822/21,178567.1,200,10,62.595,1251.9,Concurso,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,5,46,1,2021,6.2595
B41691,47332/22,400403,110,10,107.25,1179.75,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,10,1,1,2022,10.725
E64543,47304/22,403770,25,5,12.1,60.5,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,12,123,1,2022,2.42
E65485,47489/22,33115,265,5,5.6529,299.6037,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3,0,10,1,1,2022,1.13058
F50071,47603/22,421554,10,5,114.95,229.9,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0,11,168,1,2022,22.990000000000002
E65056,47491/22,33533,207,3,0.989571,68.280399,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9,0,18,1,1,2022,0.329857
E85769,47491/22,33435,50,10,20.899808,104.49904,Concurso,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0,18,1,1,2022,2.0899807999999997
E99807,47886/22,178565.7,60,10,47.19,283.14,Concurso,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0,18,1,1,2022,4.718999999999999
E99808,47249/22,178567.1,20,10,62.595,125.19,Concurso,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,12,123,1,2022,6.2595
E64764,55130/23,37147,640,640,73.92,73.92,Compra menor,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,0,10,1,1,2023,0.1155
F43580,54665/23,409729,5,5,437.02,437.02,Compra menor,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0,18,104,1,2023,87.404
F43581,54665/23,409726,10,5,461.31,922.62,Compra menor,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0,18,104,1,2023,92.262
E64946,53432/23,34100,110,10,13.959,153.549,Concurso,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO-8,0,18,1,1,2023,1.3959000000000001
E85758,55132/23,33436,480,240,654.72372,1309.44744,Concurso,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0,10,1,1,2023,2.7280154999999997
E99807,53814/23,178565.7,300,10,47.19,1415.7,Compra menor,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0,13,1,1,2023,4.719
E99808,54461/23,178567.1,10,10,62.59,62.59,Compra menor,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,6,76,1,2023,6.259
E64751,115102/15,1624W,3200,400,58.8,470.4,Compra menor,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,0,18,1,2,2015,0.147
E64663,115226/15,413568,200,5,29.15,1166.0,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,0,0,2,2,2015,5.83
E64932,115224/15,39001,100,5,5.24537,104.9074,Compra menor,ALMACENABLE,HIDROGEL-37,0,0,2,2,2015,1.049074
E65007,115283/15,20415,200,50,254.1,1016.4,Compra menor,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11,0,0,2,2,2015,5.082
E66071,115226/15,420680,200,10,20.9,418.0,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,0,2,2,2015,2.09
B41691,116397/16,400403,30,10,102.803729,308.411187,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,6,1,2,2016,10.2803729
E64750,116388/16,1626W,1000,200,61.6,308.0,Compra menor,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-20,0,10,1,2,2016,0.308
E64764,116509/16,37147,640,640,68.288,68.288,Compra menor,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,0,4,1,2,2016,0.10669999999999999
E64543,116822/16,403770,30,5,12.1,72.6,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,3,186,2,2016,2.42
B41691,134435/17,400403,60,10,102.802,616.812,Concurso,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,18,1,2,2017,10.2802
E64663,134649/17,413568,200,100,539.0055,1078.011,Concurso,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,0,6,1,2,2017,5.390055
E64765,134725/17,1385,1200,300,61.722222,246.888888,Compra menor,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,0,18,1,2,2017,0.20574074
E64911,134722/17,20701,300,300,792.0,792.0,Concurso,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6,0,18,1,2,2017,2.64
E66071,134652/17,420680,200,10,20.9,418.0,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,10,1,2,2017,2.09
E73753,134851/17,MAP190,160,10,61.40211,982.43376,Concurso,ALMACENABLE,APOSITO C/ CARBON Y PLATA-4,0,18,1,2,2017,6.140211
E78950,135210/17,TR101,12,12,77.88,77.88,Compra menor,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0,18,62,2,2017,6.489999999999999
B40558,164144/20,400505,10,1,9.9,99.0,Compra menor,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0,18,62,2,2020,9.9
B41691,163525/20,400403,70,10,102.802,719.614,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,18,1,2,2020,10.2802
E64765,163896/20,37167,960,480,83.96784,167.93568,Concurso,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,0,18,1,2,2020,0.17493299999999998
E64543,163823/20,403770,5,5,12.1,12.1,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,11,113,2,2020,2.42
E64543,164190/20,403770,50,5,12.1,121.0,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,18,178,2,2020,2.42
E64932,163669/20,39001,300,5,5.24537,314.7222,Compra menor,ALMACENABLE,HIDROGEL-37,0,10,1,2,2020,1.049074
E65485,163668/20,33115,290,5,6.599996,382.799768,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3,0,10,1,2,2020,1.3199991999999998
F43580,164196/20,M8275051/5,15,5,412.5,1237.5,Compra menor,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0,18,105,2,2020,82.5
E65007,163779/20,20415,100,50,215.325,430.65,Compra menor,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11,0,10,1,2,2020,4.3065
E66071,163749/20,420680,120,10,20.9,250.8,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,10,1,2,2020,2.0900000000000003
E73753,163914/20,MAP190,80,10,61.40211,491.21688,Concurso,ALMACENABLE,APOSITO C/ CARBON Y PLATA-4,0,10,1,2,2020,6.140211
E99807,163960/20,178565.7,80,10,47.3,378.4,Compra menor,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0,18,1,2,2020,4.7299999999999995
E64488,176853/21,284300,50,50,330.004125,330.004125,Concurso,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,0,0,2,2,2021,6.6000825
E64543,178535/21,403770,10,5,12.1,24.2,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,12,135,2,2021,2.42
F43331,178577/21,ULTVFL05MD,5,5,577.5,577.5,Compra menor,TRANSITO,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0,11,112,2,2021,115.5
F43580,176238/21,409729,10,5,324.148,648.296,Compra menor,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,1,2,59,2,2021,64.8296
F50071,178576/21,421554,5,5,114.95,114.95,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0,11,112,2,2021,22.990000000000002
E64940,176853/21,291010,70,70,227.15154,227.15154,Concurso,ALMACENABLE,APOSITO MALLADO C/ SILICONA-0,0,0,2,2,2021,3.245022
E65509,176830/21,161445.2,80,80,429.44,429.44,Concurso,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3,0,0,2,2,2021,5.368
E69682,176830/21,166680.2,30,10,131.89,395.67,Concurso,ALMACENABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,0,0,2,2,2021,13.189
E78950,175879/21,TR101,12,12,77.88,77.88,Compra menor,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0,12,146,2,2021,6.489999999999999
E78950,178535/21,TR101,12,12,77.88,77.88,Compra menor,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0,12,135,2,2021,6.489999999999999
E78950,179728/21,TR101,12,12,77.88,77.88,Compra menor,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0,13,183,2,2021,6.489999999999999
E99807,176830/21,178565.7,100,10,47.19,471.9,Concurso,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0,0,2,2,2021,4.718999999999999
B41691,187879/22,400403,70,10,107.25,750.75,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,18,1,2,2022,10.725
E65007,188019/22,20415,100,50,215.325,430.65,Compra menor,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11,0,10,1,2,2022,4.3065
E65159,189195/22,281 421,7000,1000,10.461204,73.228428,Compra menor,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0,10,1,2,2022,0.010461204
E65159,188189/22,281 421,4000,1000,10.461204,41.844816,Compra menor,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0,18,1,2,2022,0.010461204
E99807,188201/22,178565.7,110,10,47.19,519.09,Concurso,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0,10,1,2,2022,4.719
E99807,188207/22,178565.7,100,10,47.19,471.9,Concurso,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0,18,1,2,2022,4.718999999999999
B40558,203973/23,400505,5,1,13.189,65.945,Compra menor,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0,18,172,2,2023,13.188999999999998
C56207,204658/23,1492.00,350,350,108.4545,108.4545,Compra menor,ALMACENABLE,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0,18,1,2,2023,0.30987
E64543,205471/23,403770,5,5,12.1,12.1,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,14,53,2,2023,2.42
E65485,204435/23,33115,215,5,5.6529,243.0747,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3,0,10,1,2,2023,1.1305800000000001
E64983,206118/23,157027.7,280,10,15.345,429.66,Compra menor,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38,0,10,1,2,2023,1.5345000000000002
E65056,204439/23,33533,201,3,0.989571,66.301257,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9,0,18,1,2,2023,0.329857
E73753,204847/23,MAP190,350,10,57.199643,2001.987505,Concurso,ALMACENABLE,APOSITO C/ CARBON Y PLATA-4,0,10,1,2,2023,5.7199643
E85758,206109/23,33436,360,10,27.280155,982.08558,Concurso,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0,10,1,2,2023,2.7280155
B41691,205427/15,400403,30,10,102.803729,308.411187,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,4,1,3,2015,10.2803729
C26183,205814/15,1494.00,350,350,169.4,169.4,Compra menor,ALMACENABLE,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0,10,1,3,2015,0.48400000000000004
E64911,205628/15,20701,300,300,792.0,792.0,Concurso,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6,0,4,1,3,2015,2.64
E64911,205636/15,20701,600,300,792.0,1584.0,Concurso,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6,0,18,1,3,2015,2.64
E64911,205627/15,20701,300,300,792.0,792.0,Concurso,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6,0,0,2,3,2015,2.64
E64932,205555/15,39001,260,5,5.24537,272.75924,Compra menor,ALMACENABLE,HIDROGEL-37,0,10,1,3,2015,1.0490739999999998
E65056,205558/15,3533,39,3,1.8513,24.0669,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9,0,4,1,3,2015,0.6171
E65159,205712/15,281 421,1000,1000,10.461204,10.461204,Compra menor,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0,10,1,3,2015,0.010461204
E65894,205730/15,157028.4,220,10,35.2,774.4,Compra menor,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39,0,18,1,3,2015,3.52
E67835,205763/15,66974941,400,100,20.37037,81.48148,Compra menor,ALMACENABLE,APOSITO ABSORBENTE S/ ADHESIVO-25,0,10,1,3,2015,0.20370370000000002
E73753,205761/15,MAP190,300,50,319.0,1914.0,Compra menor,ALMACENABLE,APOSITO C/ CARBON Y PLATA-4,0,18,1,3,2015,6.38
E64544,208102/17,420621,200,10,42.9,858.0,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,0,10,1,3,2017,4.29
E64663,208100/17,413568,220,5,26.950275,1185.8121,Concurso,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,0,10,1,3,2017,5.390055
E64932,208103/17,39001,360,5,5.24537,377.66664,Compra menor,ALMACENABLE,HIDROGEL-37,0,10,1,3,2017,1.0490739999999998
E64946,208477/17,66800248,200,10,16.5,330.0,Concurso,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO-8,0,10,1,3,2017,1.65
E65159,208271/17,281 421,6000,1000,10.461204,62.767224,Compra menor,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0,6,1,3,2017,0.010461204
E65894,208267/17,157028.4,110,10,35.189001,387.079011,Concurso,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39,0,10,1,3,2017,3.5189000999999998
E64765,275978/20,37167,960,480,83.96784,167.93568,Concurso,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,0,0,2,3,2020,0.17493299999999998
E64765,273479/20,37167,1440,480,83.96784,251.90352,Concurso,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,0,18,1,3,2020,0.17493299999999998
E64543,273485/20,403770,25,5,12.1,60.5,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,18,178,3,2020,2.42
F43580,271720/20,409729,5,5,324.148,324.148,Compra menor,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,1,2,59,3,2020,64.8296
E64946,275148/20,66800248,200,10,16.5,330.0,Concurso,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO-8,0,10,1,3,2020,1.65
E66071,274896/20,420680,1000,10,20.9,2090.0,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,13,1,3,2020,2.09
F43581,270108/21,M8275052/5,10,5,440.0,880.0,Compra menor,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0,1,150,3,2021,88.0
E65007,271701/21,20415,50,50,215.325,215.325,Compra menor,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11,0,10,1,3,2021,4.3065
E69682,273084/21,166680.2,30,10,131.89,395.67,Concurso,ALMACENABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,0,0,2,3,2021,13.189
E99808,269484/21,178567.1,20,10,62.595,125.19,Concurso,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,10,149,3,2021,6.2595
B40558,315662/22,400505,10,1,11.22,112.2,Compra menor,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0,18,62,3,2022,11.22
E64544,314831/22,420621,340,10,42.349958,1439.898572,Concurso,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,0,10,1,3,2022,4.2349958
E64764,314894/22,1383,3300,300,27.588,303.468,Concurso,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,0,18,1,3,2022,0.09196
E64663,314831/22,413568,195,5,26.399925,1029.597075,Concurso,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,0,10,1,3,2022,5.279985
E65485,314774/22,33115,250,5,5.6529,282.645,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3,0,10,1,3,2022,1.13058
F43580,314410/22,409729,10,5,324.148,648.296,Compra menor,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0,11,113,3,2022,64.8296
F43581,314366/22,409726,10,5,342.166,684.332,Compra menor,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0,11,113,3,2022,68.4332
E65894,315272/22,157028.4,200,10,34.98,699.6,Concurso,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39,0,18,1,3,2022,3.498
E73753,315221/22,MAP190,170,10,57.199643,972.393931,Concurso,ALMACENABLE,APOSITO C/ CARBON Y PLATA-4,0,18,1,3,2022,5.7199643
E99807,315265/22,178565.7,100,10,47.19,471.9,Concurso,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0,10,1,3,2022,4.718999999999999
E99807,315272/22,178565.7,60,10,47.19,283.14,Concurso,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0,18,1,3,2022,4.718999999999999
E99808,349561/23,178567.1,30,10,62.59,187.77,Compra menor,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,14,45,3,2023,6.259
E99808,350288/23,178567.1,20,10,62.59,125.18,Compra menor,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,15,15,3,2023,6.259
E64911,335759/15,20701,300,300,792.0,792.0,Concurso,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6,0,13,1,4,2015,2.64
E64663,335735/15,413568,300,5,29.15,1749.0,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,0,13,1,4,2015,5.83
E64663,335735/15,413568,200,5,29.15,1166.0,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,0,13,1,4,2015,5.83
E64932,335726/15,39001,300,5,5.24537,314.7222,Compra menor,ALMACENABLE,HIDROGEL-37,0,13,1,4,2015,1.049074
E64932,335721/15,39001,30,5,5.24537,31.47222,Compra menor,ALMACENABLE,HIDROGEL-37,0,4,1,4,2015,1.049074
E65485,335727/15,31150,330,5,8.250039,544.502574,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3,0,10,1,4,2015,1.6500078
E70130,335736/15,187662,70,5,14.85,207.9,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-7,0,10,1,4,2015,2.97
E70130,335735/15,187662,300,5,14.85,891.0,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-7,0,13,1,4,2015,2.97
E65056,335724/15,3533,402,3,1.8513,248.0742,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9,0,18,1,4,2015,0.6171
E64764,286773/17,37147,640,640,68.288,68.288,Compra menor,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,0,4,1,4,2017,0.10669999999999999
E64543,285596/17,403770,5,5,12.1,12.1,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,4,111,4,2017,2.42
E65056,286604/17,33533,279,3,1.8513,172.1709,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9,0,18,1,4,2017,0.6171
E65509,286823/17,161445.2,70,10,53.888999,377.222993,Concurso,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3,0,18,1,4,2017,5.388899899999999
E66071,286601/17,420680,500,10,20.9,1045.0,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,13,1,4,2017,2.09
E64663,337623/18,413568,30,5,26.950275,161.70165,Concurso,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,0,4,1,4,2018,5.390055
E64751,346307/19,1624W,1200,400,44.0,132.0,Compra menor,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,0,0,2,4,2019,0.11
