AÑO,MES,PRODUCTO,CANTIDADCOMPRA
2019,8,APÓSITO ABSORBENTE C/ ADHESIVO-23,3360
2019,8,HIDROGEL-37,1315
2019,8,APOSITO MALLADO C/ PARAFINA-38,2500
2019,8,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,130
2019,8,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,72
2019,8,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,460
2019,8,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,26
2019,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2019,8,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2019,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,810
2019,8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,110
2019,8,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2019,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2019,8,APOSITO MALLADO C/ SILICONA-0,0
2019,8,APOSITO C/ CARBON Y PLATA-4,530
2019,8,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,8000
2019,8,APOSITO DE HIDROCOLOIDE-3,875
2019,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2019,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2019,8,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2019,8,APÓSITO TRANSPARENTE ADHESIVO-24,10800
2019,8,APOSITO DE ALGINATO C/ PLATA-6,100
2019,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2019,8,APOSITO DE HIDROCOLOIDE-6,1270
2019,8,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,550
2019,8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,80
2019,8,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2019,8,APÓSITO TRANSPARENTE ADHESIVO-20,3000
2019,8,APOSITO ABSORBENTE S/ ADHESIVO-25,0
2019,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2019,8,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2019,8,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2019,9,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,260
2019,9,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,850
2019,9,APOSITO DE HIDROFIBRA  / CINTA-18,210
2019,9,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
2019,9,APOSITO C/ CARBON Y PLATA-6,900
2019,9,APOSITO DE FIBRAS DE POLIACRILATO-3,230
2019,9,APOSITO MALLADO C/ PARAFINA-39,230
2019,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,3220
2019,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1565
2019,9,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,700
2019,9,APOSITO DE HIDROCOLOIDE-9,2214
2019,9,APOSITO DE HIDROCOLOIDE-7,150
2019,9,APOSITO DE HIDROCOLOIDE C/ PLATA-2,48
2019,9,APOSITO DE ESPUMA POLIURETANO-8,640
2019,9,APÓSITO ABSORBENTE C/ ADHESIVO-22,7680
2019,9,APÓSITO ABSORBENTE C/ ADHESIVO-23,2400
2019,9,HIDROGEL-37,925
2019,9,APOSITO MALLADO C/ PARAFINA-38,3150
2019,9,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,90
2019,9,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,36
2019,9,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,500
2019,9,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,27
2019,9,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2019,9,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2019,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,930
2019,9,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,240
2019,9,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2019,9,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,5
2019,9,APOSITO MALLADO C/ SILICONA-0,630
2019,9,APOSITO C/ CARBON Y PLATA-4,470
2019,9,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,8000
2019,9,APOSITO DE HIDROCOLOIDE-3,525
2019,9,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2019,9,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2019,9,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,3
2019,9,APÓSITO TRANSPARENTE ADHESIVO-24,5600
2019,9,APOSITO DE ALGINATO C/ PLATA-6,0
2019,9,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,2
2019,9,APOSITO DE HIDROCOLOIDE-6,1300
2019,9,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,50
2019,9,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,200
2019,9,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2019,9,APÓSITO TRANSPARENTE ADHESIVO-20,1200
2019,9,APOSITO ABSORBENTE S/ ADHESIVO-25,300
2019,9,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,5
2019,9,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2019,9,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2019,10,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,310
2019,10,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,860
2019,10,APOSITO DE HIDROFIBRA  / CINTA-18,240
2019,10,APOSITO DE ESPUMA POLIURETANO / SACRO-11,200
2019,10,APOSITO C/ CARBON Y PLATA-6,2400
2019,10,APOSITO DE FIBRAS DE POLIACRILATO-3,530
2019,10,APOSITO MALLADO C/ PARAFINA-39,200
2019,10,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2810
2019,10,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1870
2019,10,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1400
2019,10,APOSITO DE HIDROCOLOIDE-9,2097
2019,10,APOSITO DE HIDROCOLOIDE-7,535
2019,10,APOSITO DE HIDROCOLOIDE C/ PLATA-2,48
2019,10,APOSITO DE ESPUMA POLIURETANO-8,200
2019,10,APÓSITO ABSORBENTE C/ ADHESIVO-22,9600
2019,10,APÓSITO ABSORBENTE C/ ADHESIVO-23,3840
2019,10,HIDROGEL-37,1400
2019,10,APOSITO MALLADO C/ PARAFINA-38,670
2019,10,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,250
2019,10,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,120
2019,10,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,510
2019,10,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,26
2019,10,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,130
2019,10,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,20
2019,10,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,870
2019,10,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,80
2019,10,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,80
2019,10,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,5
2019,10,APOSITO MALLADO C/ SILICONA-0,420
2019,10,APOSITO C/ CARBON Y PLATA-4,430
2019,10,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,7000
2019,10,APOSITO DE HIDROCOLOIDE-3,600
2019,10,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,80
2019,10,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,10
2019,10,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2019,10,APÓSITO TRANSPARENTE ADHESIVO-24,11200
2019,10,APOSITO DE ALGINATO C/ PLATA-6,0
2019,10,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,6
2019,10,APOSITO DE HIDROCOLOIDE-6,1330
2019,10,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,750
2019,10,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,100
2019,10,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
2019,10,APÓSITO TRANSPARENTE ADHESIVO-20,3200
2019,10,APOSITO ABSORBENTE S/ ADHESIVO-25,600
2019,10,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2019,10,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,1050
2019,10,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2019,12,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,20
2019,12,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,350
2019,12,APOSITO DE HIDROFIBRA  / CINTA-18,145
2019,12,APOSITO DE ESPUMA POLIURETANO / SACRO-11,300
2019,12,APOSITO C/ CARBON Y PLATA-6,1500
2019,12,APOSITO DE FIBRAS DE POLIACRILATO-3,80
2019,12,APOSITO MALLADO C/ PARAFINA-39,490
2019,12,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,3130
2019,12,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1545
2019,12,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1400
2019,12,APOSITO DE HIDROCOLOIDE-9,2670
2019,12,APOSITO DE HIDROCOLOIDE-7,95
2019,12,APOSITO DE HIDROCOLOIDE C/ PLATA-2,192
2019,12,APOSITO DE ESPUMA POLIURETANO-8,650
2019,12,APÓSITO ABSORBENTE C/ ADHESIVO-22,9600
2019,12,APÓSITO ABSORBENTE C/ ADHESIVO-23,4320
2019,12,HIDROGEL-37,1335
2019,12,APOSITO MALLADO C/ PARAFINA-38,1500
2019,12,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,90
2019,12,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,84
2019,12,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,340
2019,12,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,46
2019,12,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,45
2019,12,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,5
2019,12,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,750
2019,12,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,160
2019,12,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,20
2019,12,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,13
2019,12,APOSITO MALLADO C/ SILICONA-0,140
2019,12,APOSITO C/ CARBON Y PLATA-4,600
2019,12,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,5000
2019,12,APOSITO DE HIDROCOLOIDE-3,630
2019,12,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,20
2019,12,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,5
2019,12,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,6
2019,12,APÓSITO TRANSPARENTE ADHESIVO-24,10400
2019,12,APOSITO DE ALGINATO C/ PLATA-6,0
2019,12,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2019,12,APOSITO DE HIDROCOLOIDE-6,1220
2019,12,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,650
2019,12,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,40
2019,12,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2019,12,APÓSITO TRANSPARENTE ADHESIVO-20,2200
2019,12,APOSITO ABSORBENTE S/ ADHESIVO-25,300
2019,12,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2019,12,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,350
2019,12,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2019,5,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,200
2019,5,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,760
2019,5,APOSITO DE HIDROFIBRA  / CINTA-18,350
2019,5,APOSITO DE ESPUMA POLIURETANO / SACRO-11,350
2019,5,APOSITO C/ CARBON Y PLATA-6,3600
2019,5,APOSITO DE FIBRAS DE POLIACRILATO-3,670
2019,5,APOSITO MALLADO C/ PARAFINA-39,460
2019,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,3710
2019,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2275
2019,5,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,700
2019,5,APOSITO DE HIDROCOLOIDE-9,2409
2019,5,APOSITO DE HIDROCOLOIDE-7,735
2019,5,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0
2019,5,APOSITO DE ESPUMA POLIURETANO-8,1080
2019,5,APÓSITO ABSORBENTE C/ ADHESIVO-22,4480
2019,5,APÓSITO ABSORBENTE C/ ADHESIVO-23,3840
2019,5,HIDROGEL-37,1435
2019,5,APOSITO MALLADO C/ PARAFINA-38,2110
2019,5,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,170
2019,5,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,36
2019,5,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,1070
2019,5,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,41
2019,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2019,5,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2019,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,1070
2019,5,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,280
2019,5,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2019,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2019,5,APOSITO MALLADO C/ SILICONA-0,70
2019,5,APOSITO C/ CARBON Y PLATA-4,400
2019,5,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,14000
2019,5,APOSITO DE HIDROCOLOIDE-3,620
2019,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2019,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2019,5,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2019,5,APÓSITO TRANSPARENTE ADHESIVO-24,9600
2019,5,APOSITO DE ALGINATO C/ PLATA-6,100
2019,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2019,5,APOSITO DE HIDROCOLOIDE-6,1880
2019,5,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,600
2019,5,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,240
2019,5,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2019,5,APÓSITO TRANSPARENTE ADHESIVO-20,2800
2019,5,APOSITO ABSORBENTE S/ ADHESIVO-25,200
2019,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2019,5,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2019,5,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2019,11,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,80
2019,11,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,1630
2019,11,APOSITO DE HIDROFIBRA  / CINTA-18,215
2019,11,APOSITO DE ESPUMA POLIURETANO / SACRO-11,0
2019,11,APOSITO C/ CARBON Y PLATA-6,2400
2019,11,APOSITO DE FIBRAS DE POLIACRILATO-3,240
2019,11,APOSITO MALLADO C/ PARAFINA-39,540
2019,11,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,3210
2019,11,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2285
2019,11,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,700
2019,11,APOSITO DE HIDROCOLOIDE-9,1545
2019,11,APOSITO DE HIDROCOLOIDE-7,305
2019,11,APOSITO DE HIDROCOLOIDE C/ PLATA-2,112
2019,11,APOSITO DE ESPUMA POLIURETANO-8,640
2019,11,APÓSITO ABSORBENTE C/ ADHESIVO-22,5760
2019,11,APÓSITO ABSORBENTE C/ ADHESIVO-23,1920
2019,11,HIDROGEL-37,750
2019,11,APOSITO MALLADO C/ PARAFINA-38,3000
2019,11,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,200
2019,11,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,48
2019,11,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,710
2019,11,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,29
2019,11,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,30
2019,11,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,15
2019,11,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,580
2019,11,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,180
2019,11,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,10
2019,11,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,18
2019,11,APOSITO MALLADO C/ SILICONA-0,420
2019,11,APOSITO C/ CARBON Y PLATA-4,530
2019,11,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,18000
2019,11,APOSITO DE HIDROCOLOIDE-3,900
2019,11,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,20
2019,11,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,5
2019,11,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,5
2019,11,APÓSITO TRANSPARENTE ADHESIVO-24,9600
2019,11,APOSITO DE ALGINATO C/ PLATA-6,0
2019,11,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2019,11,APOSITO DE HIDROCOLOIDE-6,1930
2019,11,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,800
2019,11,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,140
2019,11,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
2019,11,APÓSITO TRANSPARENTE ADHESIVO-20,2800
2019,11,APOSITO ABSORBENTE S/ ADHESIVO-25,0
2019,11,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2019,11,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2019,11,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,10
2021,1,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,280
2021,1,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,900
2021,1,APOSITO DE HIDROFIBRA  / CINTA-18,165
2021,1,APOSITO DE ESPUMA POLIURETANO / SACRO-11,400
2021,1,APOSITO C/ CARBON Y PLATA-6,2700
2021,1,APOSITO DE FIBRAS DE POLIACRILATO-3,440
2021,1,APOSITO MALLADO C/ PARAFINA-39,600
2021,1,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2120
2021,1,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2540
2021,1,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0
2021,1,APOSITO DE HIDROCOLOIDE-9,2694
2021,1,APOSITO DE HIDROCOLOIDE-7,260
2021,1,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0
2021,1,APOSITO DE ESPUMA POLIURETANO-8,630
2021,1,APÓSITO ABSORBENTE C/ ADHESIVO-22,3300
2021,1,APÓSITO ABSORBENTE C/ ADHESIVO-23,2100
2021,1,HIDROGEL-37,1320
2021,1,APOSITO MALLADO C/ PARAFINA-38,1550
2021,1,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,120
2021,1,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,72
2021,1,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,860
2021,1,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,18
2021,1,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,40
2021,1,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,10
2021,1,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,720
2021,1,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,330
2021,1,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2021,1,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,5
2021,1,APOSITO MALLADO C/ SILICONA-0,0
2021,1,APOSITO C/ CARBON Y PLATA-4,520
2021,1,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,21000
2021,1,APOSITO DE HIDROCOLOIDE-3,515
2021,1,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,40
2021,1,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,10
2021,1,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,3
2021,1,APÓSITO TRANSPARENTE ADHESIVO-24,11100
2021,1,APOSITO DE ALGINATO C/ PLATA-6,120
2021,1,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2021,1,APOSITO DE HIDROCOLOIDE-6,1250
2021,1,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,50
2021,1,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,160
2021,1,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2021,1,APÓSITO TRANSPARENTE ADHESIVO-20,1850
2021,1,APOSITO ABSORBENTE S/ ADHESIVO-25,200
2021,1,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2021,1,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2021,1,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,5
2021,2,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,10
2021,2,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,1000
2021,2,APOSITO DE HIDROFIBRA  / CINTA-18,190
2021,2,APOSITO DE ESPUMA POLIURETANO / SACRO-11,400
2021,2,APOSITO C/ CARBON Y PLATA-6,2100
2021,2,APOSITO DE FIBRAS DE POLIACRILATO-3,540
2021,2,APOSITO MALLADO C/ PARAFINA-39,300
2021,2,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,4530
2021,2,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2075
2021,2,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0
2021,2,APOSITO DE HIDROCOLOIDE-9,693
2021,2,APOSITO DE HIDROCOLOIDE-7,375
2021,2,APOSITO DE HIDROCOLOIDE C/ PLATA-2,48
2021,2,APOSITO DE ESPUMA POLIURETANO-8,220
2021,2,APÓSITO ABSORBENTE C/ ADHESIVO-22,8400
2021,2,APÓSITO ABSORBENTE C/ ADHESIVO-23,900
2021,2,HIDROGEL-37,1230
2021,2,APOSITO MALLADO C/ PARAFINA-38,2290
2021,2,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,200
2021,2,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,120
2021,2,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,510
2021,2,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,50
2021,2,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,95
2021,2,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,10
2021,2,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,1410
2021,2,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,190
2021,2,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,50
2021,2,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,5
2021,2,APOSITO MALLADO C/ SILICONA-0,70
2021,2,APOSITO C/ CARBON Y PLATA-4,690
2021,2,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,9000
2021,2,APOSITO DE HIDROCOLOIDE-3,325
2021,2,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,30
2021,2,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,25
2021,2,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,3
2021,2,APÓSITO TRANSPARENTE ADHESIVO-24,5100
2021,2,APOSITO DE ALGINATO C/ PLATA-6,100
2021,2,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2021,2,APOSITO DE HIDROCOLOIDE-6,1200
2021,2,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,700
2021,2,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,200
2021,2,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,700
